subject_id,gender,height_mm,weight_kg,shoulder_mm,chest_mm,waist_mm,hip_mm,jaw_height_mm,front_neck_height_mm,crotch_height_mm,knee_height_mm,ankle_height_mm,torso_shoulder_height_mm,pelvis_point_height_mm,leg_crotch_height_mm,leg_ankle_height_mm
8_SM_000001,F,1657,55.5,366.6,848.0,764,906,1427.3,1350.1,749.5,452.5,66.9,1332.0,889,739,61
8_SM_000002,F,1672,60.0,367.9,862.0,759,949,1430.7,1355.9,783.5,450.9,66.3,1347.0,926,762,65
8_SM_000003,F,1578,47.5,340.7,801.0,637,900,1353.1,1289.3,727.0,428.8,64.9,1263.0,831,701,57
8_SM_000004,F,1573,50.4,313.1,797.0,674,951,1350.7,1294.8,732.4,430.7,57.5,1284.0,861,716,58
8_SM_000005,F,1648,57.1,359.9,822.0,686,950,1422.6,1334.8,749.4,433.6,66.5,1335.0,878,738,66
8_SM_000006,F,1591,51.5,351.2,805.0,701,920,1356.9,1278.7,703.9,406.3,60.4,1242.0,849,696,57
8_SM_000007,F,1681,49.3,367.5,810.0,675,886,1440.3,1364.5,751.9,442.1,59.2,1347.0,901,765,61
8_SM_000008,F,1550,49.1,333.6,826.0,714,895,1316.2,1257.7,722.1,407.3,66.4,1241.0,822,693,60
8_SM_000009,F,1630,65.1,368.7,895.0,845,1002,1291.4,1222.5,640.2,379.7,58.9,1319.0,888,739,66
8_SM_000010,F,1619,67.0,351.1,938.0,771,1032,1367.0,1312.8,732.4,422.6,64.6,1298.0,866,725,63
8_SM_000011,F,1524,66.2,359.5,964.0,875,1029,1290.7,1220.8,639.2,381.1,56.0,1224.0,767,631,58
8_SM_000012,F,1631,50.2,347.6,830.0,654,905,1394.8,1308.0,725.8,424.0,65.9,1309.0,842,720,63
8_SM_000013,F,1630,55.6,355.5,882.0,745,948,1393.2,1334.5,743.2,432.0,66.93,1309.0,867,736,65
8_SM_000014,F,1654,45.5,348.0,813.0,614,860,1413.9,1347.3,753.7,434.1,61.9,1325.0,865,730,63
8_SM_000015,F,1580,51.9,371.2,805.0,732,925,1342.5,1272.4,726.4,409.4,58.4,1281.0,844,713,55
8_SM_000016,F,1602,60.5,352.9,920.0,743,958,1350.7,1294.6,731.8,430.7,64.2,1298.0,857,720,62
8_SM_000017,F,1625,51.6,339.6,815.0,667,900,1384.2,1325.2,747.6,427.9,61.6,1316.0,857,725,66
8_SM_000018,F,1664,47.8,351.1,777.0,635,865,1431.7,1346.9,768.9,426.6,68.1,1326.0,890,753,67
8_SM_000019,F,1591,46.8,353.0,802.0,677,867,1353.1,1293.8,755.5,435.5,65.4,1273.0,857,733,60
8_SM_000020,F,1670,55.3,347.2,811.0,716,914,1436.4,1377.5,765.2,437.2,60.9,1360.0,884,750,61
8_SM_000021,F,1653,56.9,396.4,805.0,740,946,1419.7,1342.0,765.8,435.6,63.0,1302.0,896,742,63
8_SM_000022,F,1665,71.1,374.0,1018.0,838,1010,1437.4,1364.5,765.8,446.5,69.9,1337.0,902,756,65
8_SM_000023,F,1616,45.1,361.5,750.0,675,880,1383.7,1320.9,770.7,445.1,61.7,1299.0,877,750,60
8_SM_000024,F,1659,50.9,339.4,779.0,669,906,1430.5,1362.4,761.6,449.0,61.7,1347.0,909,747,64
8_SM_000025,F,1583,44.6,339.8,727.0,652,860,1339.7,1282.6,721.5,410.6,68.0,1257.0,820,705,61
8_SM_000026,F,1758,61.9,365.7,820.0,687,990,1519.8,1451.7,780.4,461.1,62.0,1426.0,950,783,66
8_SM_000027,F,1644,55.0,352.3,900.0,725,892,1397.6,1344.1,742.2,439.4,60.1,1312.0,854,737,62
8_SM_000028,F,1574,50.0,333.9,825.0,705,892,1341.1,1286.4,734.9,415.9,61.0,1259.0,825,704,60
8_SM_000029,F,1624,54.7,357.0,798.0,707,959,1382.3,1324.3,729.4,416.4,72.9,1305.0,837,717,65
8_SM_000030,F,1565,45.9,321.0,780.0,715,900,1330.3,1268.2,731.8,435.0,64.5,1269.0,843,703,59
8_SM_000031,F,1564,51.9,370.1,869.0,702,947,1355.0,1263.1,703.3,400.5,62.6,1242.0,828,677,58
8_SM_000032,F,1620,48.4,357.0,827.0,639,885,1389.0,1320.7,752.5,436.0,59.0,1318.0,888,736,57
8_SM_000033,F,1706,71.4,377.9,998.0,882,1053,1464.7,1407.6,814.4,479.3,67.6,1370.0,966,804,68
8_SM_000034,F,1633,56.0,333.3,880.0,779,929,1400.9,1326.1,749.4,424.0,62.9,1325.0,872,742,61
8_SM_000035,F,1597,50.9,346.2,789.0,655,936,1351.9,1306.8,721.5,408.5,62.1,1281.0,835,704,66
8_SM_000036,F,1624,49.7,338.5,782.0,644,918,1393.3,1331.0,776.8,444.6,62.2,1308.0,897,754,63
8_SM_000037,F,1604,52.5,365.4,826.0,695,905,1353.3,1316.8,743.8,418.0,62.1,1277.0,855,727,60
8_SM_000038,F,1596,51.2,359.3,848.0,734,914,1360.3,1299.4,681.5,408.0,60.6,1293.0,817,694,58
8_SM_000039,F,1611,53.6,356.4,837.0,732,900,1367.9,1285.9,710.0,402.9,58.89,1290.0,833,693,56
8_SM_000040,F,1603,56.0,348.9,892.0,756,961,1357.8,1312.1,729.3,417.7,61.8,1293.0,849,717,60
8_SM_000041,F,1664,61.3,376.0,935.0,790,950,1417.3,1364.6,804.1,454.0,71.9,1356.0,927,791,70
8_SM_000042,F,1641,57.2,370.5,843.0,723,965,1409.1,1348.7,754.9,424.0,67.1,1337.0,855,726,63
8_SM_000043,F,1650,64.0,378.2,937.0,766,1022,1407.7,1352.5,751.8,433.6,59.6,1337.0,888,740,64
8_SM_000044,F,1633,53.7,355.7,864.0,750,930,1398.1,1329.5,754.1,426.9,68.3,1309.0,876,731,66
8_SM_000045,F,1733,67.3,372.0,975.0,780,977,1496.8,1423.4,822.3,472.9,70.3,1411.0,945,800,69
8_SM_000046,F,1601,48.2,327.9,768.0,670,885,1379.4,1318.5,744.0,436.1,51.4,1298.0,866,722,67
8_SM_000047,F,1628,49.9,370.7,817.0,675,888,1396.7,1328.1,771.3,439.0,61.2,1297.0,885,752,63
8_SM_000048,F,1577,56.4,362.9,860.0,742,944,1342.5,1278.7,706.3,396.2,65.2,1235.0,823,695,62
8_SM_000049,F,1661,60.9,356.9,855.0,746,975,1430.2,1367.9,643.4,441.8,72.2,1336.0,883,760,73
8_SM_000050,F,1575,63.8,361.8,929.0,795,990,1352.6,1304.1,748.8,422.0,65.1,1283.0,864,724,68
8_SM_000051,F,1615,57.8,349.0,905.0,795,940,1377.5,1317.1,754.3,445.5,65.3,1302.0,882,738,65
8_SM_000052,F,1617,48.6,336.0,775.0,632,900,1376.0,1312.7,728.3,424.1,66.1,1318.0,839,710,63
8_SM_000053,F,1771,48.2,346.6,736.0,634,867,1539.5,1446.8,832.3,473.2,66.2,1442.0,950,817,66
8_SM_000054,F,1627,50.1,355.0,798.0,652,921,1389.0,1323.8,754.3,430.7,60.0,1317.0,872,741,59
8_SM_000055,F,1623,51.9,342.6,794.0,732,912,1387.6,1329.7,756.1,434.1,59.3,1328.0,887,748,60
8_SM_000056,F,1603,56.8,344.1,848.0,745,970,1342.5,1276.4,699.7,405.8,61.7,1280.0,834,679,63
8_SM_000057,F,1626,55.4,351.4,905.0,735,955,1373.7,1305.1,734.9,427.1,57.1,1308.0,860,725,53
8_SM_000058,F,1688,66.2,355.4,920.0,810,997,1449.9,1392.8,788.3,459.9,77.5,1377.0,917,775,68
8_SM_000059,F,1640,49.8,353.9,781.0,637,913,1400.0,1326.2,747.6,423.5,59.1,1313.0,880,736,63
8_SM_000060,F,1533,54.8,317.9,905.0,780,948,1399.9,1326.2,748.1,418.8,59.1,1218.0,817,690,65
8_SM_000061,F,1575,42.9,326.2,762.0,666,870,1338.9,1264.4,736.7,411.5,67.4,1268.0,847,710,65
8_SM_000062,F,1556,45.1,333.3,764.0,638,853,1326.4,1267.3,738.5,426.4,66.2,1263.0,841,708,67
8_SM_000063,F,1519,39.3,316.5,759.0,640,835,1286.7,1232.8,698.4,395.3,62.7,1224.0,787,678,58
8_SM_000064,F,1570,47.2,346.3,792.0,678,873,1334.3,1277.8,713.6,411.6,67.6,1267.0,824,704,64
8_SM_000065,F,1648,65.0,358.0,926.0,840,976,1394.8,1338.2,734.9,422.6,61.3,1336.0,871,720,63
8_SM_000066,F,1611,62.2,341.7,928.0,756,965,1381.8,1324.7,768.3,426.9,62.9,1295.0,874,742,64
8_SM_000067,F,1647,53.3,343.5,818.0,702,917,1400.5,1343.4,763.4,427.3,65.1,1328.0,889,738,65
8_SM_000068,F,1681,61.9,357.9,885.0,783,960,1422.5,1359.4,785.8,442.6,70.0,1350.0,912,762,70
8_SM_000069,F,1639,57.7,353.8,840.0,760,960,1404.3,1338.6,758.9,435.0,68.0,1323.0,885,744,67
8_SM_000070,F,1736,64.8,367.6,901.0,787,988,1497.3,1413.9,823.6,458.0,67.0,1387.0,945,797,63
8_SM_000071,F,1605,51.3,344.4,807.0,707,924,1374.0,1305.6,736.1,413.4,64.3,1289.0,837,701,60
8_SM_000072,F,1620,56.8,338.9,855.0,731,925,1379.4,1337.7,762.9,440.5,72.5,1323.0,878,746,68
8_SM_000073,F,1554,35.5,322.1,677.0,615,812,1323.4,1265.8,744.6,414.0,60.0,1242.0,842,730,58
8_SM_000074,F,1605,47.1,323.8,793.0,679,885,1361.7,1306.6,767.7,430.0,63.7,1313.0,872,743,62
8_SM_000075,F,1641,48.6,328.0,823.0,686,890,1389.0,1331.1,780.4,439.0,66.7,1346.0,880,753,63
8_SM_000076,F,1696,58.7,334.2,822.0,758,990,1443.6,1384.4,799.3,446.5,65.0,1370.0,899,774,63
8_SM_000077,F,1679,74.4,357.5,980.0,875,1045,1419.3,1391.1,789.6,463.0,66.2,1370.0,929,770,67
8_SM_000078,F,1608,60.9,348.9,922.0,769,943,1359.3,1305.6,698.4,405.3,55.1,1292.0,826,678,55
8_SM_000079,F,1678,55.4,376.2,870.0,717,915,1429.3,1362.3,751.9,438.5,68.2,1321.0,909,760,67
8_SM_000080,F,1608,55.0,344.1,834.0,692,960,1360.3,1308.4,736.1,418.5,68.3,1297.0,853,711,69
8_SM_000081,F,1605,42.8,375.4,732.0,598,835,1362.2,1282.8,692.6,401.5,56.7,1245.0,815,676,55
8_SM_000082,F,1617,53.1,349.4,836.0,728,942,1362.7,1296.5,745.2,432.5,65.2,1288.0,859,730,65
8_SM_000083,F,1616,59.5,331.2,839.0,777,985,1376.1,1314.2,730.3,408.7,68.6,1303.0,851,711,67
8_SM_000084,F,1689,61.2,375.3,897.0,754,980,1435.5,1384.6,783.5,443.8,68.3,1365.0,909,760,70
8_SM_000085,F,1711,56.4,369.4,835.0,693,956,1466.8,1404.26,778.8,425.6,64.3,1392.0,905,763,65
8_SM_000086,F,1613,50.4,358.7,840.0,710,864,1362.2,1315.2,762.5,436.1,62.6,1312.0,885,744,61
8_SM_000087,F,1656,60.4,359.7,888.0,837,978,1406.3,1345.8,770.7,456.9,74.7,1363.0,901,753,77
8_SM_000088,F,1648,79.7,351.6,1036.0,872,1050,1405.9,1365.9,746.6,443.9,75.4,1359.0,887,734,73
8_SM_000089,F,1624,49.6,335.7,844.0,705,930,1370.0,1320.3,760.9,444.2,61.3,1302.0,880,750,59
8_SM_000090,F,1628,49.4,340.0,829.0,660,877,1381.8,1326.3,763.2,437.8,55.6,1303.0,872,739,67
8_SM_000091,F,1659,62.9,365.4,945.0,786,1015,1419.5,1368.8,755.5,427.4,67.4,1348.0,882,750,70
8_SM_000092,F,1628,53.5,339.7,840.0,755,954,1374.3,1312.6,768.8,439.7,70.1,1305.0,878,772,67
8_SM_000093,F,1692,67.5,407.7,947.0,825,1000,1449.4,1391.3,788.6,453.6,62.4,1376.0,914,780,64
8_SM_000094,F,1560,53.8,310.5,850.0,728,938,1330.1,1270.3,688.7,399.8,65.2,1262.0,807,676,62
8_SM_000095,F,1660,47.2,359.7,772.0,655,873,1417.8,1354.1,791.4,446.4,71.0,1340.0,896,774,69
8_SM_000096,F,1648,56.3,335.9,865.0,800,934,1408.7,1337.2,782.0,443.4,70.1,1343.0,907,766,69
8_SM_000097,F,1626,50.3,345.4,795.0,698,948,1387.1,1328.7,753.1,430.7,56.6,1344.0,859,733,53
8_SM_000098,F,1743,73.6,377.5,1085.0,957,976,1470.5,1433.8,821.5,489.3,67.4,1432.0,931,810,70
8_SM_000099,F,1728,59.3,366.2,845.0,752,963,1476.7,1423.4,821.1,461.5,68.4,1402.0,943,803,67
8_SM_000100,F,1684,51.3,363.8,803.0,657,913,1433.9,1371.3,778.8,442.8,63.4,1358.0,910,765,63
8_SM_000101,F,1659,54.4,350.0,830.0,752,916,1415.8,1354.5,774.4,442.5,63.8,1353.0,908,765,65
8_SM_000102,F,1626,56.8,345.4,801.0,719,960,1381.3,1328.1,764.6,426.4,66.4,1299.0,872,740,67
8_SM_000103,F,1638,67.0,347.6,1015.0,827,994,1376.1,1324.7,761.0,425.2,66.8,1338.0,882,757,66
8_SM_000104,F,1649,53.7,342.3,838.0,665,920,1405.8,1338.2,762.8,430.7,66.5,1334.0,886,746,67
8_SM_000105,F,1620,46.7,349.9,692.0,665,903,1387.6,1316.1,747.3,420.2,61.7,1290.0,852,737,65
8_SM_000106,F,1749,75.5,351.7,932.0,862,1035,1480.5,1445.8,821.1,455.5,76.0,1434.0,930,799,72
8_SM_000107,F,1632,47.0,342.6,796.0,644,892,1391.9,1308.0,746.4,412.5,58.5,1284.0,859,725,60
8_SM_000108,F,1608,53.5,330.9,820.0,755,982,1361.2,1303.7,724.1,414.6,63.4,1280.0,855,706,63
8_SM_000109,F,1649,58.2,337.6,866.0,746,978,1412.5,1353.5,771.3,436.0,70.8,1349.0,899,753,70
8_SM_000110,F,1552,45.1,325.9,725.0,670,873,1318.8,1267.8,712.3,406.0,60.7,1239.0,811,682,59
8_SM_000111,F,1662,49.1,335.1,779.0,693,926,1424.0,1351.1,770.5,427.3,60.0,1335.0,905,756,65
8_SM_000112,F,1558,54.5,336.5,836.0,710,945,1320.0,1264.4,708.7,394.3,64.3,1245.0,805,683,63
8_SM_000113,F,1545,47.5,321.3,802.0,712,905,1298.9,1245.7,699.0,389.4,59.9,1228.0,827,689,63
8_SM_000114,F,1657,52.2,366.2,857.0,667,903,1409.6,1350.6,772.5,442.0,62.4,1352.0,898,756,61
8_SM_000115,F,1542,53.0,335.7,853.0,768,954,1316.2,1245.2,691.8,378.5,63.9,1242.0,790,659,60
8_SM_000116,F,1647,59.0,378.5,897.0,762,922,1400.0,1348.7,753.7,427.2,70.0,1312.0,888,736,69
8_SM_000117,F,1584,48.5,338.4,816.0,777,914,1341.6,1278.7,708.7,411.8,67.0,1263.0,832,688,65
8_SM_000118,F,1659,61.6,351.6,937.0,845,949,1420.2,1354.0,747.6,429.3,70.1,1355.0,859,733,68
8_SM_000119,F,1632,80.5,386.3,1039.0,950,1028,1381.3,1338.2,728.8,420.9,60.9,1314.0,828,723,63
8_SM_000120,F,1645,60.5,348.9,869.0,788,964,1393.6,1349.7,764.4,435.2,71.8,1334.0,871,751,71
8_SM_000121,F,1538,61.0,336.1,918.0,840,1005,1298.0,1251.0,703.9,411.0,73.9,1253.0,847,693,69
8_SM_000122,F,1482,55.2,327.1,900.0,783,963,1247.5,1206.6,682.4,385.2,63.4,1196.0,781,676,62
8_SM_000123,F,1667,58.3,344.8,869.0,730,980,1420.2,1352.5,790.1,448.9,67.1,1338.0,914,767,66
8_SM_000124,F,1604,60.1,348.9,926.0,819,1005,1367.9,1299.8,716.0,408.3,66.7,1273.0,841,686,63
8_SM_000125,F,1615,49.7,342.3,767.0,692,910,1360.3,1287.9,753.7,417.8,61.2,1263.0,881,737,57
8_SM_000126,F,1640,59.6,342.5,811.0,745,970,1375.1,1331.9,754.3,412.0,71.2,1305.0,848,727,72
8_SM_000127,F,1613,58.7,333.9,925.0,825,978,1354.5,1297.4,727.6,412.0,63.8,1269.0,855,700,63
8_SM_000128,F,1640,57.9,359.7,880.0,743,967,1373.7,1331.5,793.2,445.4,67.4,1313.0,883,749,65
8_SM_000129,F,1654,47.6,373.0,820.0,705,841,1407.2,1342.5,776.8,447.5,62.4,1310.0,905,768,60
8_SM_000130,F,1617,57.4,357.1,905.0,758,951,1361.4,1311.7,742.1,439.2,70.2,1284.0,866,726,65
8_SM_000131,F,1637,61.0,354.6,875.0,759,1025,1381.3,1338.2,723.9,428.8,66.8,1320.0,855,722,63
8_SM_000132,F,1729,54.4,374.3,790.0,687,911,1458.4,1397.3,819.0,457.5,67.7,1384.0,934,800,67
8_SM_000133,F,1620,67.2,347.4,943.0,865,998,1376.6,1315.6,760.4,426.9,62.7,1286.0,895,739,60
8_SM_000134,F,1592,51.3,343.8,860.0,745,914,1341.6,1292.2,738.5,414.6,57.6,1271.0,857,715,58
8_SM_000135,F,1738,77.8,383.7,919.0,842,1090,1476.7,1409.6,784.7,447.5,73.7,1393.0,918,770,75
8_SM_000136,F,1609,44.5,350.9,750.0,659,885,1360.7,1318.0,750.7,425.5,60.5,1289.0,855,718,62
8_SM_000137,F,1686,54.8,361.4,808.0,723,914,1378.9,1392.4,797.6,451.9,66.8,1368.0,936,793,65
8_SM_000138,F,1589,57.7,348.6,869.0,759,969,1338.2,1304.6,752.4,433.1,68.0,1282.0,860,735,68
8_SM_000139,F,1684,59.2,363.6,877.0,725,939,1434.5,1385.6,802.9,459.6,63.6,1354.0,923,789,69
8_SM_000140,F,1603,53.0,348.7,815.0,682,921,1351.2,1295.5,719.1,413.9,64.5,1275.0,857,718,63
8_SM_000141,F,1671,70.5,365.0,936.0,833,1038,1419.5,1370.5,785.9,446.9,72.2,1344.0,910,773,69
8_SM_000142,F,1518,50.5,297.2,838.0,770,912,1270.3,1242.5,683.7,406.6,68.4,1233.0,792,673,65
8_SM_000143,F,1531,43.1,316.9,756.0,640,856,1285.2,1233.3,731.1,395.6,62.7,1226.0,815,695,57
8_SM_000144,F,1587,46.2,338.4,767.0,675,913,1335.0,1282.1,741.7,421.5,60.9,1280.0,860,722,56
8_SM_000145,F,1629,59.1,344.2,943.0,831,950,1386.1,1336.0,791.7,470.0,71.0,1326.0,921,772,69
8_SM_000146,F,1511,60.8,372.6,930.0,910,988,1265.1,1223.9,674.4,386.3,61.0,1205.0,814,670,57
8_SM_000147,F,1666,63.1,355.4,878.0,787,958,1410.6,1375.5,762.6,432.4,64.3,1348.0,888,747,62
8_SM_000148,F,1585,56.9,360.8,956.0,800,891,1335.8,1275.7,707.0,403.6,65.5,1266.0,831,693,63
8_SM_000149,F,1595,60.5,343.8,885.0,782,950,1344.0,1310.0,710.6,415.9,63.2,1285.0,841,710,64
8_SM_000150,F,1609,66.4,348.5,958.0,912,978,1369.8,1311.3,743.4,422.6,64.8,1296.0,828,719,63
8_SM_000151,F,1590,51.3,324.6,790.0,737,932,1331.5,1304.6,714.2,420.5,61.4,1283.0,853,702,60
8_SM_000152,F,1610,71.2,356.2,986.0,988,1040,1351.6,1296.5,723.7,418.9,64.3,1304.0,867,714,67
8_SM_000153,F,1637,71.2,357.6,1005.0,956,1010,1378.0,1337.7,711.2,430.5,70.99,1320.0,844,708,71
8_SM_000154,F,1552,53.9,349.5,847.0,747,982,1297.8,1259.5,709.2,403.4,59.5,1247.0,829,697,57
8_SM_000155,F,1636,53.2,376.6,822.0,689,924,1387.6,1338.6,784.1,446.9,69.0,1300.0,892,761,68
8_SM_000156,F,1677,55.2,363.3,825.0,703,963,1427.3,1371.2,776.2,426.9,57.5,1350.0,901,765,58
8_SM_000157,F,1609,54.0,366.7,847.0,705,910,1354.5,1311.3,761.4,423.8,59.5,1307.0,866,747,55
8_SM_000158,F,1697,68.1,,898.0,809,1049,,,,,,1376.0,913,776,64
8_SM_000159,F,1670,50.1,338.6,765.0,642,920,1421.0,1356.9,783.6,436.5,63.1,1352.0,884,764,63
8_SM_000160,F,1704,55.2,356.1,823.0,713,918,1440.3,1391.3,801.3,439.1,64.7,1378.0,933,788,66
8_SM_000161,F,1695,62.3,368.1,869.0,828,1004,1447.3,1386.0,685.2,449.2,69.6,1371.0,919,772,64
8_SM_000162,F,1630,53.8,357.5,837.0,773,940,1365.1,1307.5,737.3,411.9,65.0,1329.0,859,712,63
8_SM_000163,F,1671,58.1,339.0,883.0,707,978,1427.9,1364.5,768.1,444.2,66.9,1365.0,882,746,65
8_SM_000164,F,1609,65.0,334.6,905.0,793,999,1366.8,1318.0,726.5,402.3,62.8,1304.0,836,706,61
8_SM_000165,F,1582,48.9,361.5,785.0,698,918,1323.8,1277.7,721.5,406.4,64.4,1291.0,833,697,63
8_SM_000166,F,1573,77.4,356.7,998.0,900,1119,1336.8,1284.0,683.3,416.6,72.0,1286.0,832,675,71
8_SM_000167,F,1608,59.6,346.5,880.0,835,988,1367.9,1309.3,741.3,413.7,66.4,1302.0,869,724,62
8_SM_000168,F,1592,45.3,334.0,767.0,626,858,1345.6,1288.1,737.1,413.2,63.6,1271.0,849,727,64
8_SM_000169,F,1676,64.0,364.7,947.0,774,955,1441.9,1381.1,754.6,446.5,69.1,1377.0,912,745,66
8_SM_000170,F,1512,51.2,317.0,813.0,744,957,1266.4,1224.2,694.8,392.1,62.4,1198.0,797,675,61
8_SM_000171,F,1539,42.5,322.0,794.0,651,825,1290.0,1253.7,728.4,414.6,59.7,1252.0,827,720,60
8_SM_000172,F,1543,56.7,330.1,868.0,848,970,1294.6,1266.5,695.4,408.5,60.1,1265.0,827,685,57
8_SM_000173,F,1654,55.6,366.2,819.0,765,965,1399.3,1349.3,765.2,438.8,65.0,1341.0,902,759,63
8_SM_000174,F,1571,63.3,342.3,964.0,872,971,1329.6,1275.7,717.3,429.7,69.1,1258.0,841,714,67
8_SM_000175,F,1544,41.6,349.8,772.0,659,840,1300.1,1249.5,733.5,405.5,66.9,1248.0,827,711,60
8_SM_000176,F,1534,44.3,339.7,780.0,649,885,1302.8,1263.9,706.9,399.4,61.2,1226.0,809,699,57
8_SM_000177,F,1742,52.1,370.8,795.0,746,882,1497.8,1428.2,821.9,457.1,67.41,1423.0,940,815,65
8_SM_000178,F,1621,57.1,330.9,900.0,773,965,1378.9,1338.2,754.4,434.9,66.8,1333.0,872,740,65
8_SM_000179,F,1613,63.4,342.1,855.0,801,1017,1371.8,1299.8,714.7,399.0,62.8,1299.0,818,700,64
8_SM_000180,F,1635,48.6,338.1,774.0,710,913,1396.2,1336.6,762.8,425.0,65.9,1331.0,883,746,67
8_SM_000181,F,1694,51.4,366.8,780.0,685,916,1450.8,1386.6,784.7,439.5,63.0,1369.0,880,770,66
8_SM_000182,F,1602,71.3,350.9,986.0,855,1082,1363.6,1312.3,724.5,429.5,68.8,1298.0,865,718,68
8_SM_000183,F,1652,72.1,359.9,944.0,863,1032,1404.9,1348.7,781.4,432.8,64.9,1333.0,891,763,63
8_SM_000184,F,1700,72.6,369.0,925.0,870,1020,1446.0,1405.7,828.2,456.0,61.5,1381.0,930,791,68
8_SM_000185,F,1683,56.1,361.0,850.0,732,938,1447.9,1376.0,797.2,446.6,69.2,1350.0,916,781,61
8_SM_000186,F,1651,56.6,356.6,838.0,721,962,1410.1,1350.6,787.7,426.2,64.1,1343.0,884,750,64
8_SM_000187,F,1650,75.5,354.6,983.0,904,1118,1418.2,1361.6,737.4,434.6,66.9,1342.0,885,725,64
8_SM_000188,F,1651,62.7,357.9,931.0,798,959,1409.1,1345.3,763.5,413.0,68.3,1321.0,856,735,65
8_SM_000189,F,1750,88.2,356.8,1058.0,1058,1078,1499.2,1425.4,778.6,446.5,72.2,1421.0,911,774,74
8_SM_000190,F,1658,55.3,341.6,824.0,740,896,1424.9,1346.8,773.6,436.1,78.1,1342.0,900,760,74
8_SM_000191,F,1655,58.1,335.9,871.0,758,953,1416.8,1353.2,774.3,453.8,71.3,1338.0,897,761,67
8_SM_000192,F,1703,69.7,357.3,959.0,841,1019,1459.9,1387.0,790.7,469.7,70.9,1370.0,913,785,68
8_SM_000193,F,1608,52.1,341.1,830.0,705,908,1373.9,1308.0,721.2,415.4,62.7,1301.0,849,705,61
8_SM_000194,F,1624,49.7,338.8,837.0,693,869,1386.1,1319.5,739.1,410.6,64.4,1302.0,854,723,61
8_SM_000195,F,1646,51.0,350.9,793.0,692,900,1410.9,1349.7,791.4,449.5,60.1,1337.0,917,783,59
8_SM_000196,F,1645,54.4,338.7,873.0,758,925,1399.6,1335.3,767.8,453.8,73.0,1336.0,895,756,69
8_SM_000197,F,1608,51.2,346.8,797.0,753,910,1383.6,1310.4,724.8,422.0,63.0,1306.0,850,716,63
8_SM_000198,F,1612,61.0,343.4,900.0,807,975,1388.5,1323.3,739.7,427.6,66.3,1306.0,884,725,64
8_SM_000199,F,1568,61.3,323.9,892.0,725,1002,1340.1,1285.9,689.4,395.1,64.8,1278.0,822,670,66
8_SM_000200,F,1609,55.3,343.6,863.0,784,938,1381.8,1326.2,784.3,442.5,63.4,1293.0,895,769,64
8_SM_000201,F,1628,47.4,351.9,785.0,709,900,1387.1,1339.1,781.0,436.1,61.8,1321.0,880,755,58
8_SM_000202,F,1589,40.3,345.8,720.0,630,836,1353.6,1292.2,732.6,413.3,67.4,1282.0,851,722,63
8_SM_000203,F,1580,44.2,340.9,795.0,657,863,1352.4,1288.8,726.9,405.6,57.3,1279.0,835,716,56
8_SM_000204,F,1683,53.1,350.3,822.0,650,945,1449.7,1384.6,808.4,464.8,73.4,1380.0,939,800,72
8_SM_000205,F,1688,50.3,329.0,810.0,672,915,1456.1,1380.8,783.5,443.3,65.3,1372.0,900,777,63
8_SM_000206,F,1632,59.5,348.5,874.0,740,983,1392.7,1337.2,764.2,444.9,64.3,1304.0,887,760,61
8_SM_000207,F,1634,59.7,362.2,845.0,790,990,1396.2,1319.5,744.6,426.6,66.7,1293.0,856,733,65
8_SM_000208,F,1619,49.7,343.6,800.0,695,908,1371.2,1310.9,754.3,431.8,65.5,1293.0,879,748,63
8_SM_000209,F,1559,43.7,308.9,763.0,629,863,1308.5,1264.1,719.9,387.6,56.2,1243.0,813,698,56
8_SM_000210,F,1639,65.2,345.6,958.0,791,954,1385.7,1343.9,744.6,435.4,62.47,1330.0,868,732,59
8_SM_000211,F,1641,57.6,331.2,868.0,823,931,1407.7,1342.5,756.0,430.1,61.0,1333.0,874,744,63
8_SM_000212,F,1594,53.7,307.9,855.0,716,921,1356.9,1301.3,731.8,420.7,52.9,1295.0,853,717,61
8_SM_000213,F,1640,51.3,362.3,820.0,681,905,1398.1,1345.8,776.8,436.0,61.9,1314.0,903,769,59
8_SM_000214,F,1614,60.2,346.7,865.0,865,953,1381.8,1339.6,749.4,428.3,60.0,1315.0,889,744,60
8_SM_000215,F,1623,80.3,341.3,1052.0,999,1093,1385.7,1328.9,735.5,432.6,68.9,1338.0,875,732,68
8_SM_000216,F,1608,48.2,323.2,795.0,645,890,1367.7,1309.4,714.1,395.1,57.4,1308.0,812,702,58
8_SM_000217,F,1680,58.8,341.8,859.0,747,949,1435.2,1379.8,783.6,450.4,69.8,1365.0,899,770,72
8_SM_000218,F,1479,56.4,339.3,939.0,864,956,1245.3,1197.8,645.0,374.3,60.4,1187.0,772,637,56
8_SM_000219,F,1737,73.9,392.5,959.0,836,1070,1478.6,1415.3,778.2,450.4,66.0,1377.0,901,753,63
8_SM_000220,F,1579,48.6,319.6,825.0,709,874,1346.2,1287.4,723.3,418.4,59.0,1285.0,838,693,52
8_SM_000221,F,1714,61.9,373.9,830.0,767,995,1459.0,1397.2,770.4,462.8,70.8,1358.0,895,760,70
8_SM_000222,F,1614,60.2,338.2,873.0,764,976,1389.0,1318.0,771.9,426.0,70.4,1280.0,872,735,63
8_SM_000223,F,1701,66.8,368.5,919.0,795,1002,1464.5,1402.4,761.0,458.1,65.9,1386.0,913,749,64
