subject_id,gender,height_mm,weight_kg,shoulder_mm,chest_mm,waist_mm,hip_mm,jaw_height_mm,front_neck_height_mm,crotch_height_mm,knee_height_mm,ankle_height_mm,torso_shoulder_height_mm,pelvis_point_height_mm,leg_crotch_height_mm,leg_ankle_height_mm
8_SM_003671,M,1754,83.0,433.2,1093.0,860,1025,1509.3,1428.2,767.2,480.1,69.6,1403.0,936,760,65
8_SM_003672,M,1744,70.4,408.4,978.0,819,960,1493.0,1427.0,820.7,498.7,76.9,1403.0,950,809,71
8_SM_003673,M,1721,76.3,423.5,979.0,854,995,1485.5,1404.6,791.1,473.0,68.5,1380.0,937,770,66
8_SM_003674,M,1809,76.3,428.3,895.0,778,987,1556.4,1467.4,794.1,469.4,77.0,1425.0,963,801,72
8_SM_003675,M,1808,99.0,423.2,1144.0,999,1059,1555.9,1486.5,846.1,505.7,70.5,1485.0,991,844,65
8_SM_003676,M,1750,76.6,412.3,939.0,880,976,1506.8,1434.0,771.7,458.0,66.3,1414.0,919,761,61
8_SM_003677,M,1688,64.8,385.8,915.0,770,908,1439.5,1367.8,786.5,475.0,72.9,1361.0,940,787,69
8_SM_003678,M,1761,93.1,410.7,1064.0,978,1084,1509.6,1428.2,764.9,481.6,74.9,1424.0,943,781,70
8_SM_003679,M,1772,82.2,428.2,1045.0,842,1005,1537.3,1455.1,819.2,490.4,75.4,1442.0,969,812,71
8_SM_003680,M,1758,80.3,412.7,998.0,864,996,1521.2,1447.8,828.6,504.8,78.8,1434.0,990,825,73
8_SM_003681,M,1785,82.9,417.2,1038.0,930,1008,1557.3,1468.1,804.4,509.6,76.2,1445.0,968,800,71
8_SM_003682,M,1744,76.3,385.2,953.0,867,995,1498.0,1439.6,830.7,503.5,75.9,1423.0,974,821,73
8_SM_003683,M,1741,65.7,393.4,870.0,775,976,1492.0,1421.9,806.6,501.0,75.3,1414.0,946,798,70
8_SM_003684,M,1773,78.4,398.0,930.0,890,1010,1529.5,1441.3,800.2,501.3,70.4,1431.0,953,793,65
8_SM_003685,M,1743,76.4,416.7,967.0,850,1002,1501.0,1420.4,793.8,480.6,79.5,1413.0,938,783,75
8_SM_003686,M,1696,82.7,407.5,1032.0,926,1035,1474.0,1400.7,771.6,485.6,72.7,1379.0,925,765,72
8_SM_003687,M,1748,72.3,409.3,935.0,825,951,1497.9,1432.4,785.5,475.2,71.9,1413.0,937,783,68
8_SM_003688,M,1836,81.0,417.0,1024.0,853,996,1590.2,1504.9,879.8,520.0,77.5,1482.0,1037,878,76
8_SM_003689,M,1778,78.8,419.4,965.0,892,991,1520.5,1441.1,778.2,486.4,72.7,1438.0,947,781,65
8_SM_003690,M,1759,71.2,412.3,924.0,805,957,1500.1,1426.8,815.7,500.3,66.5,1404.0,965,808,62
8_SM_003691,M,1810,89.1,432.0,1023.0,916,1047,1560.3,1488.0,807.3,494.2,70.7,1468.0,990,815,66
8_SM_003692,M,1746,65.7,419.4,925.0,792,954,1504.0,1414.4,799.5,469.3,81.3,1427.0,944,792,72
8_SM_003693,M,1768,73.3,349.4,958.0,792,926,1530.8,1455.5,837.2,492.9,79.7,1447.0,974,821,71
8_SM_003694,M,1754,72.7,396.9,942.0,832,960,1508.6,1430.3,816.3,496.2,74.3,1423.0,955,808,70
8_SM_003695,M,1840,80.7,416.4,954.0,847,989,1586.0,1516.6,837.8,527.0,87.4,1501.0,1023,851,83
8_SM_003696,M,1759,69.6,396.2,888.0,822,960,1532.0,1447.2,814.0,494.8,75.9,1403.0,966,815,71
8_SM_003697,M,1833,89.0,402.9,1066.0,1004,1045,1590.3,1511.6,850.6,524.4,83.2,1485.0,1016,850,77
8_SM_003698,M,1744,76.5,411.3,948.0,878,1002,1500.0,1423.9,774.6,473.1,75.2,1420.0,930,778,70
8_SM_003699,M,1758,82.8,403.5,1017.0,920,1008,1515.9,1453.0,813.3,516.4,78.9,1429.0,960,814,73
8_SM_003700,M,1776,80.0,417.9,966.0,882,1005,1530.8,1468.2,814.4,497.7,75.7,1432.0,970,825,72
8_SM_003701,M,1724,94.2,410.4,1127.0,1049,1062,1464.1,1389.9,738.7,449.4,70.7,1387.0,892,737,70
8_SM_003702,M,1710,70.0,400.7,904.0,817,986,1469.8,1393.7,757.3,455.6,63.8,1371.0,920,753,63
8_SM_003703,M,1618,65.9,404.1,908.0,813,943,1385.8,1312.1,704.7,426.5,64.0,1278.0,851,690,60
8_SM_003704,M,1736,70.8,410.4,973.0,820,960,1503.7,1440.2,791.6,492.1,66.3,1424.0,958,785,62
8_SM_003705,M,1759,73.7,412.7,930.0,856,971,1521.9,1440.2,793.3,495.5,73.9,1426.0,965,790,67
8_SM_003706,M,1820,77.4,423.4,905.0,855,1004,1590.9,1491.1,806.9,505.9,79.5,1476.0,979,825,74
8_SM_003707,M,1718,79.0,377.0,970.0,939,990,1463.9,1395.3,753.7,462.9,70.4,1391.0,900,744,63
8_SM_003708,M,1876,98.6,406.6,1091.0,983,1068,1614.1,1538.5,855.0,542.9,79.5,1528.0,1023,874,72
8_SM_003709,M,1702,69.8,404.9,1010.0,797,984,1472.6,1386.2,738.0,457.4,73.4,1357.0,890,748,71
8_SM_003710,M,1627,62.2,377.2,915.0,818,897,1396.5,1321.2,715.0,453.5,65.7,1300.0,869,713,61
8_SM_003711,M,1807,89.8,407.3,1025.0,990,1003,1559.1,1471.6,788.1,523.4,79.3,1478.0,968,808,76
8_SM_003712,M,1694,62.2,396.5,916.0,782,909,1460.5,1373.3,806.9,475.0,67.5,1347.0,961,786,60
8_SM_003713,M,1815,102.8,430.4,1115.0,1055,1121,1569.8,1506.7,843.8,536.3,76.2,1478.0,1014,841,72
8_SM_003714,M,1675,61.6,381.8,903.0,802,884,1420.3,1350.4,754.8,460.0,85.8,1351.0,902,747,81
8_SM_003715,M,1729,60.1,392.6,879.0,734,885,1489.0,1411.5,782.5,492.9,69.0,1392.0,938,777,63
8_SM_003716,M,1759,66.5,413.3,903.0,735,924,1507.4,1435.1,797.6,481.4,65.7,1411.0,945,807,63
8_SM_003717,M,1853,94.9,427.1,1088.0,954,1032,1604.4,1529.6,844.9,536.8,75.0,1511.0,1003,850,73
8_SM_003718,M,1759,77.4,400.2,1005.0,843,967,1522.5,1450.2,845.8,513.8,78.8,1439.0,996,842,75
8_SM_003719,M,1753,78.1,417.5,980.0,807,960,1527.0,1440.2,775.5,484.5,79.0,1407.0,942,785,75
8_SM_003720,M,1775,88.0,442.9,1065.0,948,1045,1519.0,1459.7,809.6,498.7,82.4,1439.0,966,803,77
8_SM_003721,M,1809,65.3,425.0,964.0,709,915,1578.5,1462.4,830.0,484.9,71.4,1453.0,970,812,65
8_SM_003722,M,1759,86.5,410.5,1034.0,1003,1021,1512.7,1437.0,786.3,492.1,80.1,1433.0,959,779,71
8_SM_003723,M,1700,79.6,395.8,1013.0,925,1049,1449.4,1378.5,792.7,475.9,73.4,1376.0,934,765,67
8_SM_003724,M,1731,78.1,398.0,1014.0,937,985,1502.9,1418.0,783.9,466.4,77.6,1388.0,928,766,70
8_SM_003725,M,1679,61.7,402.2,897.0,797,925,1441.1,1357.9,752.2,455.2,68.1,1340.0,916,747,62
8_SM_003726,M,1660,66.9,377.9,969.0,786,921,1431.7,1355.6,740.8,440.4,77.8,1335.0,886,729,72
8_SM_003727,M,1768,78.1,420.7,1045.0,836,992,1538.2,1434.0,840.6,490.9,75.9,1426.0,985,830,69
8_SM_003728,M,1682,78.4,381.1,1006.0,983,1023,1461.3,1369.6,722.8,455.2,76.7,1352.0,904,718,71
8_SM_003729,M,1725,57.6,392.6,869.0,710,860,1488.1,1394.9,808.3,480.7,75.9,1382.0,929,789,71
8_SM_003730,M,1895,96.3,431.6,1049.0,942,1090,1646.8,1546.3,855.7,513.2,80.9,1540.0,1031,841,76
8_SM_003731,M,1835,80.6,424.6,1012.0,880,977,1579.1,1501.5,912.0,516.4,71.0,1486.0,1063,894,66
8_SM_003732,M,1785,93.4,405.7,1093.0,1066,1057,1527.7,1470.7,805.9,479.8,77.7,1475.0,971,795,74
8_SM_003733,M,1748,71.5,397.4,940.0,827,978,1509.6,1415.2,788.1,484.5,76.6,1421.0,945,774,69
8_SM_003734,M,1737,91.7,407.3,1088.0,1025,1072,1501.6,1415.0,742.9,459.8,80.5,1385.0,897,731,75
8_SM_003735,M,1771,73.4,399.9,980.0,872,976,1535.6,1448.4,863.3,479.0,72.0,1437.0,1005,836,67
8_SM_003736,M,1721,80.1,407.1,1001.0,908,1035,1475.8,1412.7,800.1,481.9,79.1,1398.0,942,785,74
8_SM_003737,M,1834,90.4,442.5,1085.0,956,1052,1589.7,1500.2,829.3,516.0,78.9,1491.0,1017,828,71
8_SM_003738,M,1745,80.8,408.7,1018.0,916,1039,1503.3,1423.2,807.4,489.6,78.3,1412.0,969,796,71
8_SM_003739,M,1802,80.4,422.9,988.0,883,1005,1558.0,1489.6,833.7,494.8,83.4,1446.0,1001,831,77
8_SM_003740,M,1672,63.0,367.1,944.0,774,925,1435.7,1342.5,721.5,446.7,70.2,1338.0,906,733,65
8_SM_003741,M,1824,82.2,433.7,985.0,870,1010,1567.7,1490.5,878.0,513.0,83.2,1474.0,1039,853,81
8_SM_003742,M,1637,58.3,417.0,867.0,726,913,1401.8,1314.9,690.7,415.0,73.4,1302.0,851,703,69
8_SM_003743,M,1789,86.6,410.0,1060.0,922,1053,1568.3,1482.7,823.2,496.6,70.0,1458.0,996,807,65
8_SM_003744,M,1711,66.7,409.6,918.0,767,940,1472.6,1388.8,791.0,471.3,62.5,1372.0,919,755,58
8_SM_003745,M,1832,69.7,410.6,947.0,757,960,1594.0,1513.9,862.7,506.0,78.4,1497.0,1021,851,73
8_SM_003746,M,1732,62.5,383.8,875.0,822,921,1498.1,1413.8,804.9,485.4,76.6,1408.0,975,800,70
8_SM_003747,M,1781,102.0,421.7,1133.0,1012,1090,1557.9,1457.9,766.4,497.6,71.4,1427.0,954,757,65
8_SM_003748,M,1647,72.1,384.2,984.0,944,960,1411.0,1334.8,745.5,461.3,75.8,1336.0,899,734,72
8_SM_003749,M,1751,85.2,415.5,1022.0,933,1070,1509.5,1434.0,815.4,485.6,87.7,1415.0,963,800,81
8_SM_003750,M,1792,66.4,402.2,897.0,780,915,1564.1,1466.5,853.0,500.7,71.9,1452.0,1002,838,68
8_SM_003751,M,1777,81.4,390.7,1032.0,928,1010,1541.4,1469.8,801.4,515.3,82.7,1456.0,966,822,79
8_SM_003752,M,1731,70.0,404.7,929.0,777,960,1507.7,1427.4,811.2,490.1,82.5,1413.0,947,802,76
8_SM_003753,M,1698,69.4,396.1,956.0,810,925,1454.1,1380.3,765.8,462.2,69.5,1370.0,921,760,64
8_SM_003754,M,1808,76.4,421.0,1002.0,788,971,1570.0,1495.3,873.4,524.6,80.1,1478.0,1032,867,77
8_SM_003755,M,1682,69.4,410.4,986.0,793,950,1440.8,1370.2,785.1,480.2,75.2,1330.0,922,779,71
8_SM_003756,M,1703,76.7,383.9,986.0,964,988,1475.5,1382.8,729.2,477.7,66.3,1386.0,922,725,63
8_SM_003757,M,1749,82.8,410.7,1033.0,867,971,1509.9,1430.2,813.3,492.9,76.4,1437.0,944,801,71
8_SM_003758,M,1723,67.2,414.8,915.0,820,927,1474.6,1400.5,776.5,477.3,67.6,1374.0,899,761,62
8_SM_003759,M,1695,78.2,386.5,1027.0,858,1020,1446.4,1369.5,753.0,469.5,76.9,1356.0,930,762,71
8_SM_003760,M,1738,74.7,388.7,958.0,838,982,1492.9,1421.8,798.0,483.3,74.5,1426.0,944,799,70
8_SM_003761,M,1716,71.5,381.7,975.0,778,961,1485.0,1414.9,784.2,481.9,76.7,1388.0,938,780,70
8_SM_003762,M,1766,80.2,428.8,994.0,875,975,1529.0,1443.4,786.1,480.2,79.2,1419.0,932,779,73
8_SM_003763,M,1745,72.5,434.5,953.0,775,986,1500.7,1418.5,789.5,492.7,77.3,1414.0,944,793,72
8_SM_003764,M,1747,68.6,413.0,934.0,823,939,1509.7,1426.5,826.3,500.0,77.2,1425.0,956,818,74
8_SM_003765,M,1752,89.5,422.7,1022.0,944,1032,1500.1,1432.2,770.5,477.6,74.5,1411.0,953,783,70
8_SM_003766,M,1803,97.9,422.4,1084.0,988,1081,1568.1,1491.6,835.6,514.0,83.1,1484.0,994,836,77
8_SM_003767,M,1738,85.5,420.9,1022.0,878,1045,1495.5,1415.3,747.3,453.5,82.6,1394.0,912,753,77
8_SM_003768,M,1677,62.6,396.5,932.0,776,928,1438.6,1378.2,812.1,493.4,74.5,1349.0,842,804,71
8_SM_003769,M,1761,99.0,425.1,1130.0,974,1119,1523.4,1459.6,792.2,498.8,76.2,1428.0,948,792,74
8_SM_003770,M,1710,62.2,403.4,884.0,741,932,1483.7,1410.6,783.8,467.0,78.7,1373.0,929,769,74
8_SM_003771,M,1720,90.9,385.3,1055.0,1029,1081,1475.5,1424.8,779.7,474.6,76.0,1410.0,936,778,72
8_SM_003772,M,1689,62.4,420.4,924.0,716,925,1459.6,1359.3,765.8,461.5,73.5,1337.0,903,762,68
8_SM_003773,M,1780,66.7,400.7,939.0,749,911,1538.2,1466.6,833.3,516.8,70.0,1431.0,985,825,67
8_SM_003774,M,1762,71.9,392.9,888.0,799,955,1527.8,1432.3,786.0,475.5,68.8,1431.0,945,780,66
8_SM_003775,M,1751,70.9,409.3,925.0,817,958,1507.9,1420.2,787.8,480.3,70.0,1393.0,959,792,65
8_SM_003776,M,1808,121.6,395.4,1240.0,1214,1182,1553.2,1479.2,800.6,522.6,80.0,1467.0,919,816,76
8_SM_003777,M,1795,79.0,417.4,942.0,836,1026,1537.7,1462.7,836.9,505.8,76.6,1447.0,999,834,69
8_SM_003778,M,1755,61.3,410.9,878.0,751,895,1508.3,1440.1,811.6,480.8,74.5,1418.0,952,803,63
8_SM_003779,M,1772,87.7,427.5,1013.0,934,1056,1527.8,1456.8,794.4,484.9,76.6,1419.0,957,807,72
8_SM_003780,M,1737,77.3,391.9,970.0,834,995,1497.6,1412.9,743.9,472.9,72.3,1386.0,920,755,67
8_SM_003781,M,1694,59.2,385.2,857.0,716,911,1471.3,1381.1,769.6,458.9,78.1,1340.0,887,751,73
8_SM_003782,M,1736,64.3,390.2,890.0,779,896,1497.5,1415.9,780.0,476.7,71.4,1397.0,917,775,67
8_SM_003783,M,1797,76.8,426.2,916.0,836,992,1555.8,1460.5,778.7,488.3,75.6,1432.0,959,790,70
8_SM_003784,M,1782,79.1,382.3,932.0,805,1004,1548.5,1470.8,801.1,502.4,72.8,1440.0,976,808,70
8_SM_003785,M,1816,65.2,394.7,940.0,766,923,1569.5,1476.6,865.7,508.3,73.1,1457.0,1023,854,68
8_SM_003786,M,1731,83.2,401.3,1037.0,854,1009,1490.1,1415.0,768.2,466.9,69.7,1402.0,924,766,68
8_SM_003787,M,1791,78.5,401.8,962.0,841,1023,1539.2,1476.7,816.3,504.7,81.4,1453.0,990,825,76
8_SM_003788,M,1770,78.9,413.6,1016.0,767,991,1535.6,1449.4,825.9,499.0,75.0,1453.0,983,823,72
8_SM_003789,M,1676,75.1,408.5,1009.0,900,989,1450.2,1398.2,765.5,469.1,71.9,1375.0,921,757,65
8_SM_003790,M,1804,79.2,412.8,1000.0,812,968,1552.2,1467.0,823.0,511.7,77.9,1454.0,981,812,72
8_SM_003791,M,1692,72.0,405.2,969.0,855,960,1465.0,1377.1,767.0,484.2,77.7,1382.0,912,749,72
8_SM_003792,M,1709,67.9,393.2,934.0,823,963,1480.1,1403.6,762.3,488.9,69.2,1381.0,927,761,69
8_SM_003793,M,1729,74.9,402.2,934.0,830,1025,1497.9,1399.6,776.5,473.0,68.1,1409.0,945,780,66
8_SM_003794,M,1756,68.6,418.9,948.0,825,922,1514.1,1436.1,805.9,495.9,74.0,1426.0,962,808,66
8_SM_003795,M,1775,86.7,391.3,1059.0,927,1031,1534.8,1453.2,806.2,504.0,77.4,1430.0,973,809,72
8_SM_003796,M,1764,68.1,426.8,895.0,757,915,1508.7,1457.3,827.4,485.6,76.6,1424.0,979,824,70
8_SM_003797,M,1710,78.9,390.5,1029.0,934,980,1479.2,1411.9,783.4,488.3,76.7,1395.0,928,784,72
8_SM_003798,M,1726,72.0,419.6,962.0,784,979,1480.9,1402.9,780.8,470.6,66.7,1386.0,934,781,60
8_SM_003799,M,1619,63.1,396.6,920.0,776,901,1378.4,1311.9,723.1,439.7,63.5,1285.0,876,720,60
8_SM_003800,M,1764,67.9,418.7,915.0,743,985,1519.2,1445.1,821.4,480.5,74.4,1421.0,970,810,71
8_SM_003801,M,1794,78.6,408.8,1022.0,900,945,1558.3,1465.3,804.1,486.5,70.7,1453.0,971,807,69
8_SM_003802,M,1775,67.7,405.6,912.0,870,942,1526.1,1450.2,826.6,531.8,70.7,1426.0,987,821,67
8_SM_003803,M,1669,55.9,358.7,868.0,805,850,1439.6,1376.8,779.5,468.5,71.3,1361.0,937,776,65
8_SM_003804,M,1667,78.9,399.4,978.0,865,1013,1431.6,1366.3,746.2,458.0,81.3,1362.0,905,736,75
8_SM_003805,M,1717,78.5,395.2,975.0,885,1000,1483.9,1418.3,804.1,483.1,77.4,1400.0,938,798,70
8_SM_003806,M,1740,62.3,406.8,914.0,809,907,1496.5,1417.8,806.2,491.8,65.2,1400.0,963,804,63
8_SM_003807,M,1790,72.8,376.4,964.0,794,955,1547.4,1451.6,809.8,477.0,77.8,1445.0,953,795,75
8_SM_003808,M,1765,83.8,410.2,1012.0,899,1036,1524.4,1439.8,816.4,483.0,72.0,1413.0,950,788,66
8_SM_003809,M,1760,89.7,402.3,1060.0,986,1065,1527.7,1449.2,777.4,501.6,79.1,1437.0,972,783,72
8_SM_003810,M,1788,64.4,390.0,934.0,725,917,1560.2,1468.7,841.8,503.2,69.5,1453.0,994,828,63
8_SM_003811,M,1828,85.1,422.1,1030.0,912,991,1586.0,1497.7,871.3,524.7,74.7,1504.0,1010,858,70
8_SM_003812,M,1842,105.0,420.5,1162.0,1046,1037,1563.8,1514.1,841.3,529.2,76.3,1514.0,1047,849,72
8_SM_003813,M,1746,81.2,390.5,1007.0,870,1035,1514.8,1425.8,761.1,467.6,76.3,1420.0,923,746,70
8_SM_003814,M,1683,76.5,381.0,1035.0,924,946,1440.0,1370.4,767.0,466.0,74.6,1356.0,932,767,70
8_SM_003815,M,1690,78.1,375.7,1023.0,873,986,1464.4,1383.6,735.2,451.4,76.8,1365.0,905,733,68
8_SM_003816,M,1804,105.6,413.6,1105.0,1118,1147,1546.0,1475.6,771.8,482.0,77.6,1460.0,981,788,72
8_SM_003817,M,1749,84.0,389.5,1043.0,975,1033,1518.0,1437.2,797.6,491.5,73.4,1431.0,953,796,70
8_SM_003818,M,1646,54.9,374.0,868.0,710,881,1429.0,1336.6,772.5,439.6,69.0,1314.0,917,759,62
8_SM_003819,M,1728,72.8,386.7,958.0,872,1005,1423.6,1356.5,737.9,443.0,70.7,1414.0,958,768,66
8_SM_003820,M,1674,62.7,373.3,899.0,766,917,1482.5,1422.0,785.7,457.9,71.8,1341.0,875,726,65
8_SM_003821,M,1717,66.9,387.0,975.0,837,936,1485.7,1419.2,799.0,466.0,70.5,1401.0,953,789,64
8_SM_003822,M,1724,69.1,379.9,986.0,765,935,1488.3,1416.4,794.3,452.6,72.6,1398.0,908,761,70
8_SM_003823,M,1702,67.7,383.3,959.0,832,909,1461.6,1381.1,760.5,444.9,72.7,1357.0,913,743,66
8_SM_003824,M,1781,78.0,390.2,964.0,866,1006,1535.4,1450.6,833.5,506.2,83.0,1432.0,1000,818,77
8_SM_003825,M,1670,85.1,394.9,1063.0,1037,1047,1428.6,1362.6,735.5,471.3,85.5,1356.0,932,731,80
8_SM_003826,M,1622,72.5,387.3,942.0,922,996,1390.2,1334.0,739.6,447.0,76.1,1322.0,899,739,70
8_SM_003827,M,1759,60.8,413.0,867.0,742,903,1531.2,1453.3,810.0,485.6,72.9,1429.0,957,797,66
8_SM_003828,M,1659,55.7,391.4,885.0,759,890,1433.8,1338.3,760.7,454.7,75.5,1324.0,911,745,70
8_SM_003829,M,1713,54.3,369.1,844.0,711,866,1482.2,1398.2,794.6,469.9,70.9,1381.0,944,783,67
8_SM_003830,M,1722,86.0,411.8,1065.0,902,1027,1472.7,1409.0,784.5,474.9,90.7,1412.0,953,778,85
8_SM_003831,M,1817,62.0,380.7,837.0,720,912,1575.4,1481.6,853.8,515.5,86.2,1486.0,1002,835,80
8_SM_003832,M,1779,75.9,391.1,962.0,898,999,1543.5,1461.2,811.5,491.7,86.4,1454.0,983,804,81
8_SM_003833,M,1708,67.7,387.7,935.0,795,944,1469.3,1402.7,794.9,490.4,75.2,1383.0,933,784,67
8_SM_003834,M,1759,105.9,409.7,1100.0,1031,1196,1503.0,1454.1,748.6,483.8,73.1,1433.0,929,767,70
8_SM_003835,M,1774,80.8,401.6,1029.0,922,1000,1536.4,1456.1,838.2,508.4,73.4,1454.0,989,832,70
8_SM_003836,M,1745,75.9,393.4,967.0,905,984,1508.0,1430.2,798.5,484.0,77.3,1434.0,965,801,75
8_SM_003837,M,1649,52.6,399.4,840.0,683,869,1412.6,1327.8,743.4,439.5,66.4,1330.0,867,736,63
8_SM_003838,M,1744,73.5,403.8,964.0,807,990,1513.5,1425.6,794.3,505.1,80.1,1411.0,965,799,78
8_SM_003839,M,1783,75.9,418.3,982.0,819,980,1539.9,1446.2,796.6,508.9,73.6,1415.0,977,800,72
8_SM_003840,M,1733,80.6,400.3,1028.0,930,1018,1504.8,1428.8,790.5,509.1,76.3,1418.0,954,782,73
8_SM_003841,M,1728,67.4,403.8,980.0,782,962,1503.5,1432.0,790.7,492.9,76.4,1383.0,963,797,71
8_SM_003842,M,1822,75.5,402.8,972.0,792,973,1578.0,1488.3,820.3,505.3,78.9,1476.0,981,830,73
8_SM_003843,M,1778,80.8,415.3,973.0,883,1015,1535.3,1441.5,785.7,485.5,78.8,1442.0,951,780,73
8_SM_003844,M,1693,64.8,365.2,882.0,785,940,1460.9,1381.8,745.3,442.5,70.6,1359.0,895,741,63
8_SM_003845,M,1710,71.4,418.6,918.0,802,980,1479.6,1399.8,794.3,473.7,76.9,1391.0,926,768,72
8_SM_003846,M,1876,98.2,397.0,1057.0,918,1095,1633.7,1544.9,863.3,533.9,83.2,1528.0,1024,864,77
8_SM_003847,M,1687,61.6,396.5,934.0,743,928,1453.0,1374.0,800.0,473.6,68.1,1359.0,925,784,64
8_SM_003848,M,1687,69.9,412.0,987.0,775,946,1450.1,1369.3,783.4,472.3,73.1,1359.0,917,764,65
8_SM_003849,M,1797,70.4,391.4,895.0,773,946,1564.7,1479.4,794.3,492.1,80.8,1465.0,949,796,78
8_SM_003850,M,1802,77.6,403.6,985.0,844,945,1551.8,1488.1,857.0,521.7,78.2,1459.0,1002,859,72
8_SM_003851,M,1797,81.6,424.1,1024.0,926,1020,1573.2,1484.8,827.3,501.4,76.6,1459.0,974,830,70
8_SM_003852,M,1663,78.0,370.5,1028.0,954,965,1411.6,1359.4,722.4,467.3,79.7,1353.0,897,732,75
8_SM_003853,M,1810,97.9,416.0,1088.0,997,1094,1559.5,1468.3,792.4,495.7,78.4,1466.0,979,793,73
8_SM_003854,M,1678,58.1,379.2,876.0,770,898,1465.3,1387.4,794.3,475.7,70.7,1363.0,907,772,70
8_SM_003855,M,1712,73.9,412.4,978.0,808,971,1460.3,1382.7,772.6,494.0,68.4,1384.0,927,770,64
8_SM_003856,M,1807,83.4,406.6,988.0,873,1025,1556.1,1489.6,846.4,529.2,89.0,1477.0,989,833,80
8_SM_003857,M,1688,60.7,404.2,898.0,720,885,1445.7,1374.4,813.9,482.1,79.3,1333.0,935,784,74
8_SM_003858,M,1783,65.9,402.8,863.0,735,936,1536.7,1465.4,832.5,508.7,68.4,1443.0,980,823,65
8_SM_003859,M,1742,70.3,401.7,924.0,763,935,1511.9,1424.0,779.4,473.0,78.2,1402.0,922,775,71
8_SM_003860,M,1817,74.9,421.8,1001.0,839,963,1576.1,1484.9,860.8,526.3,74.8,1472.0,1020,867,71
8_SM_003861,M,1782,88.4,436.2,1042.0,920,1028,1526.6,1463.4,798.8,476.7,76.1,1429.0,948,799,72
8_SM_003862,M,1814,89.2,416.2,1003.0,880,1028,1578.3,1484.7,814.2,514.4,80.4,1466.0,979,806,72
8_SM_003863,M,1795,79.1,372.7,997.0,870,1000,1550.1,1482.6,845.1,514.7,81.2,1465.0,982,836,74
8_SM_003864,M,1822,93.5,409.3,1046.0,914,1060,1572.1,1495.4,878.8,516.3,76.1,1477.0,1041,867,72
8_SM_003865,M,1707,66.7,402.3,920.0,810,938,1460.4,1387.0,805.6,494.8,72.0,1373.0,955,801,66
8_SM_003866,M,1705,62.4,398.1,918.0,800,885,1462.0,1378.2,759.5,461.1,67.0,1359.0,909,761,62
8_SM_003867,M,1807,70.9,401.3,897.0,788,961,1570.7,1469.7,800.4,478.8,69.1,1475.0,949,793,65
8_SM_003868,M,1654,75.6,356.8,1015.0,930,985,1420.4,1353.0,732.6,457.8,75.9,1375.0,896,723,73
8_SM_003869,M,1685,61.4,400.4,856.0,780,920,1436.6,1358.5,765.3,469.8,70.5,1318.0,905,758,66
8_SM_003870,M,1779,78.1,406.9,953.0,834,1003,1541.2,1468.4,803.8,511.8,78.7,1460.0,981,811,76
8_SM_003871,M,1795,71.2,418.3,934.0,800,970,1548.6,1453.5,828.0,499.1,68.2,1423.0,966,822,64
8_SM_003872,M,1761,81.8,431.2,974.0,845,1020,1520.2,1449.8,798.0,491.9,79.1,1420.0,953,784,73
8_SM_003873,M,1772,96.3,420.4,1105.0,971,1035,1527.4,1460.7,773.8,495.9,76.8,1451.0,953,777,70
8_SM_003874,M,1760,73.3,394.9,946.0,889,984,1524.7,1446.8,787.8,505.7,73.3,1445.0,970,803,67
8_SM_003875,M,1828,74.4,406.5,947.0,850,942,1580.2,1477.7,850.0,508.9,78.2,1472.0,974,829,73
8_SM_003876,M,1802,87.0,399.4,1069.0,918,995,1550.2,1478.1,807.9,504.1,81.9,1483.0,990,812,73
8_SM_003877,M,1867,82.8,431.0,971.0,856,1025,1613.1,1519.0,841.6,508.0,78.0,1498.0,998,831,74
8_SM_003878,M,1762,75.9,400.1,909.0,812,982,1526.7,1439.5,778.1,478.3,66.5,1431.0,922,775,60
8_SM_003879,M,1703,66.3,414.6,927.0,804,940,1460.0,1383.8,777.4,470.2,75.4,1350.0,921,767,70
8_SM_003880,M,1745,72.8,408.3,937.0,837,1015,1507.3,1430.7,799.6,459.9,64.2,1394.0,937,785,60
8_SM_003881,M,1712,75.4,428.6,1008.0,844,986,1471.5,1406.8,788.2,503.0,77.3,1377.0,946,783,74
8_SM_003882,M,1716,76.8,415.5,995.0,864,1010,1481.8,1393.2,773.5,459.5,73.5,1354.0,921,778,69
8_SM_003883,M,1796,78.9,380.9,933.0,790,1029,1567.0,1481.1,796.0,471.6,73.8,1473.0,951,791,72
8_SM_003884,M,1711,78.4,377.3,1055.0,957,988,1455.8,1395.8,772.9,489.6,82.4,1390.0,920,766,74
8_SM_003885,M,1688,61.8,400.0,904.0,744,917,1443.8,1380.1,736.7,458.0,72.8,1339.0,893,736,67
8_SM_003886,M,1804,78.0,427.5,935.0,869,1005,1558.9,1468.9,823.6,501.2,77.7,1456.0,980,810,74
8_SM_003887,M,1713,83.2,415.5,950.0,855,1064,1461.7,1390.4,760.7,460.2,78.6,1357.0,920,752,72
8_SM_003888,M,1705,65.8,399.9,878.0,776,926,1456.4,1378.9,746.7,463.4,70.9,1360.0,892,751,63
8_SM_003889,M,1732,77.6,386.9,944.0,844,1045,1501.0,1427.1,778.3,474.2,71.0,1397.0,938,785,65
8_SM_003890,M,1682,69.1,403.6,897.0,874,964,1449.5,1374.3,744.5,470.6,67.7,1340.0,897,733,60
