source_row_id,subject_id,gender,height,weight,shoulder,chest,waist,hip,thigh_length,calf_length,torso_length,leg_length,neck_length,thigh_calf_ratio,torso_leg_ratio
298,8_SM_000299,F,163.3,55.7,31.630000000000003,85.6,77.8,93.9,34.35000000000001,36.0,42.3,68.9,6.190000000000009,0.9541666666666669,0.613933236574746
3397,8_SM_003398,M,168.6,60.3,38.95,87.7,76.4,92.3,31.85,38.89,43.3,69.4,8.25,0.8189766006685524,0.6239193083573487
1681,8_SM_001682,F,161.5,58.1,35.760000000000005,84.0,71.6,101.9,31.93,37.63,41.8,67.6,7.490000000000009,0.8485251129418017,0.6183431952662722
3739,8_SM_003740,M,167.2,63.0,36.71,94.4,77.4,92.5,27.48,37.65,43.2,66.8,9.320000000000004,0.7298804780876494,0.6467065868263474
4396,8_SM_004397,M,167.0,57.9,37.29,90.8,83.0,87.5,30.700000000000006,37.86,46.5,67.7,8.259999999999991,0.8108821975699949,0.6868537666174298
3452,8_SM_003453,M,170.1,75.1,40.839999999999996,103.8,83.6,96.6,31.970000000000006,39.0,43.0,70.0,7.289999999999987,0.8197435897435899,0.6142857142857143
4068,8_SM_004069,M,166.3,89.7,41.839999999999996,110.2,106.7,104.8,26.130000000000006,37.45,48.4,63.2,6.039999999999987,0.6977303070761016,0.7658227848101266
722,8_SM_000723,F,170.5,49.4,31.23,76.5,64.7,88.9,35.370000000000005,37.23,51.0,68.8,8.529999999999996,0.9500402900886384,0.7412790697674418
4373,8_SM_004374,M,160.1,62.0,37.2,97.5,88.6,90.0,27.53,37.489999999999995,43.7,65.2,3.7600000000000136,0.7343291544411844,0.6702453987730062
1877,8_SM_001878,F,158.3,60.7,35.86,88.9,80.2,97.9,30.49,35.06,41.3,64.1,7.9,0.8696520250998288,0.6443057722308893
1452,8_SM_001453,F,160.8,55.1,32.38,87.8,76.0,93.5,31.54,38.269999999999996,45.7,68.9,6.690000000000009,0.8241442383067678,0.6632801161103048
3359,8_SM_003360,M,165.0,73.0,38.29,97.3,88.6,99.1,26.99,38.86,43.9,68.2,6.7,0.6945445187853834,0.6436950146627566
453,8_SM_000454,F,163.3,51.6,34.7,83.2,69.5,89.0,33.14,36.59,43.1,68.3,5.75,0.9057119431538672,0.6310395314787702
3420,8_SM_003421,M,166.5,49.3,39.54,81.1,69.1,82.0,30.650000000000006,38.81,40.4,70.2,9.70999999999999,0.7897449111053854,0.5754985754985754
3526,8_SM_003527,M,178.2,63.3,37.660000000000004,89.8,81.6,90.7,31.139999999999997,41.95,51.5,73.5,9.45,0.7423122765196661,0.7006802721088435
968,8_SM_000969,F,163.4,55.3,36.14,84.7,70.4,90.8,31.49,36.480000000000004,47.6,66.4,7.559999999999991,0.8632127192982455,0.716867469879518
2691,8_SM_002692,M,166.6,62.4,39.239999999999995,93.9,76.0,89.8,31.080000000000002,38.15,42.2,67.9,7.75,0.8146788990825689,0.6215022091310751
661,8_SM_000662,F,160.1,44.7,33.019999999999996,75.5,66.7,82.2,31.720000000000006,37.989999999999995,41.2,68.7,5.05,0.8349565675177681,0.5997088791848617
2381,8_SM_002382,F,148.3,52.7,31.35,93.5,80.8,86.2,26.02,33.82,44.0,59.6,5.3800000000000185,0.7693672383205203,0.7382550335570469
2049,8_SM_002050,F,155.0,48.9,36.410000000000004,87.0,77.5,86.4,29.109999999999996,35.0,43.9,62.6,7.679999999999995,0.8317142857142856,0.7012779552715654
2242,8_SM_002243,F,159.3,72.3,35.2,104.0,95.5,98.1,29.470000000000006,34.07,46.2,63.9,6.260000000000014,0.864983856765483,0.7230046948356809
4254,8_SM_004255,M,183.0,76.2,38.989999999999995,96.3,93.5,97.0,36.92999999999999,41.730000000000004,49.4,78.2,9.580000000000018,0.884974838245866,0.6317135549872123
415,8_SM_000416,F,165.0,71.3,33.489999999999995,95.9,85.5,100.2,30.859999999999996,36.739999999999995,46.9,67.7,5.670000000000004,0.8399564507348939,0.6927621861152141
1587,8_SM_001588,F,161.9,52.6,36.480000000000004,83.2,72.9,89.8,32.86,35.92,44.8,66.8,7.709999999999991,0.9148106904231625,0.6706586826347305
1846,8_SM_001847,F,164.7,56.4,37.1,85.3,75.7,94.5,31.26,36.3,43.4,66.6,8.110000000000014,0.8611570247933885,0.6516516516516517
2161,8_SM_002162,F,152.2,53.8,34.480000000000004,87.2,81.5,91.7,26.330000000000002,36.220000000000006,39.5,61.9,5.739999999999986,0.7269464384318055,0.6381260096930533
4341,8_SM_004342,M,177.3,75.4,41.47,99.0,91.0,95.5,34.11,38.61,49.1,71.8,7.090000000000009,0.8834498834498834,0.6838440111420613
1554,8_SM_001555,F,162.1,52.7,34.63,84.8,73.0,88.1,31.349999999999994,36.02,43.7,68.3,7.579999999999996,0.87034980566352,0.6398243045387995
2898,8_SM_002899,M,180.1,89.8,37.660000000000004,104.5,95.9,102.7,34.919999999999995,40.14,47.5,74.9,7.6299999999999955,0.8699551569506725,0.6341789052069425
2908,8_SM_002909,M,167.6,51.3,38.38,80.2,68.4,83.4,31.360000000000003,39.92999999999999,41.3,72.9,9.129999999999995,0.7853744052091162,0.5665294924554183
434,8_SM_000435,F,154.4,63.4,32.3,101.1,85.9,94.8,32.260000000000005,33.92999999999999,44.5,62.4,5.579999999999996,0.9507810197465374,0.7131410256410257
2379,8_SM_002380,F,159.5,54.9,37.480000000000004,82.1,73.2,92.2,30.97,37.95,42.4,67.4,7.8399999999999865,0.8160737812911725,0.629080118694362
2457,8_SM_002458,F,157.8,54.7,33.72,84.7,72.3,94.9,30.429999999999996,35.86,43.6,65.5,6.860000000000014,0.8485778025655325,0.6656488549618321
2322,8_SM_002323,F,171.1,93.7,37.78,113.1,97.7,114.1,33.15,37.68,47.0,71.0,6.070000000000005,0.8797770700636942,0.6619718309859155
1191,8_SM_001192,F,159.0,55.0,35.160000000000004,85.5,76.3,92.2,31.459999999999997,36.33,43.3,67.1,6.639999999999986,0.8659510046793284,0.6453055141579732
2716,8_SM_002717,M,182.1,81.8,44.08,100.4,84.9,98.4,36.99999999999999,43.11,44.6,78.0,8.55,0.8582695430294593,0.5717948717948718
3145,8_SM_003146,M,175.7,64.2,38.57,92.4,80.2,90.2,34.06,42.98,46.0,75.5,10.10999999999999,0.7924616100511868,0.609271523178808
102,8_SM_000103,F,163.8,67.0,34.760000000000005,101.5,82.7,99.4,33.58,35.839999999999996,45.6,69.1,5.139999999999986,0.9369419642857143,0.6599131693198265
1426,8_SM_001427,F,153.9,54.1,34.38,84.4,69.5,93.8,26.74,34.32000000000001,44.6,61.3,7.479999999999995,0.7791375291375289,0.7275693311582382
1278,8_SM_001279,F,163.3,67.5,36.75,85.3,82.9,99.5,31.839999999999996,37.15,43.8,67.6,8.289999999999987,0.8570659488559892,0.6479289940828402
1685,8_SM_001686,F,169.1,56.8,37.08,84.4,70.0,93.4,33.11999999999999,38.85,45.8,70.0,7.0899999999999865,0.8525096525096523,0.6542857142857142
4324,8_SM_004325,M,174.0,85.3,42.56,109.0,96.7,100.4,32.2,38.85,49.9,70.2,5.990000000000009,0.8288288288288289,0.7108262108262108
3628,8_SM_003629,M,176.5,75.0,41.4,97.7,82.9,95.9,31.950000000000006,43.11,46.3,75.3,7.270000000000005,0.7411273486430064,0.6148738379814077
2241,8_SM_002242,F,152.0,53.3,34.260000000000005,94.2,83.3,92.0,29.360000000000003,35.660000000000004,40.8,64.4,5.0,0.823331463825014,0.6335403726708073
3000,8_SM_003001,M,182.0,66.5,41.769999999999996,89.5,76.3,92.3,35.839999999999996,46.38,46.3,81.7,9.379999999999995,0.7727468736524363,0.5667074663402693
1828,8_SM_001829,F,157.1,43.6,32.62,77.3,62.8,82.8,32.959999999999994,33.85,43.3,65.3,6.6200000000000045,0.9737075332348595,0.663093415007657
3533,8_SM_003534,M,181.1,80.7,41.92,98.5,87.8,102.3,31.889999999999997,42.14,51.9,72.1,7.3799999999999955,0.7567631703844327,0.7198335644937587
2142,8_SM_002143,F,163.3,73.3,38.07,110.6,102.8,95.0,28.160000000000004,39.47,43.5,68.5,6.679999999999995,0.713453255637193,0.635036496350365
3888,8_SM_003889,M,173.2,77.6,38.69,94.4,84.4,104.5,30.409999999999997,40.32,45.9,72.0,7.3900000000000095,0.7542162698412698,0.6375
3148,8_SM_003149,M,174.5,68.8,40.980000000000004,98.4,78.7,91.3,32.08,39.65,47.1,72.0,8.340000000000009,0.809079445145019,0.6541666666666667
3986,8_SM_003987,M,174.2,66.9,38.55,89.0,73.0,94.7,32.230000000000004,39.69,44.5,71.0,7.709999999999991,0.8120433358528598,0.6267605633802817
4104,8_SM_004105,M,175.5,80.8,39.68,101.1,91.6,98.7,32.98,41.36,48.6,73.5,8.85,0.7973887814313345,0.6612244897959184
1078,8_SM_001079,F,166.6,66.5,37.72,89.9,82.7,98.4,33.36,38.78,43.1,69.2,7.239999999999986,0.8602372356884992,0.6228323699421965
1823,8_SM_001824,F,151.9,64.7,34.519999999999996,101.0,85.4,93.3,27.060000000000002,33.76,43.3,61.2,6.290000000000009,0.8015402843601896,0.707516339869281
828,8_SM_000829,F,162.8,55.7,36.97,84.5,74.8,89.7,31.82,36.43,47.0,66.2,5.3,0.8734559429041998,0.7099697885196374
1434,8_SM_001435,F,165.5,67.2,35.65,94.8,82.0,99.4,29.929999999999996,36.88,48.0,67.5,7.039999999999987,0.8115509761388284,0.7111111111111111
2537,8_SM_002538,M,169.5,60.8,39.339999999999996,88.1,77.9,90.6,32.25,40.290000000000006,44.0,71.6,6.770000000000005,0.800446760982874,0.6145251396648045
826,8_SM_000827,F,161.2,56.0,34.61,84.0,71.9,92.9,31.389999999999997,36.709999999999994,42.0,66.4,7.260000000000014,0.8550803595750477,0.6325301204819277
3640,8_SM_003641,M,174.8,80.6,41.29,102.6,88.7,98.0,29.839999999999996,41.809999999999995,46.5,71.7,9.129999999999995,0.7137048552977756,0.6485355648535565
384,8_SM_000385,F,152.9,44.3,29.55,75.0,62.3,89.0,31.129999999999995,33.44,44.2,63.0,5.990000000000009,0.9309210526315789,0.7015873015873016
3538,8_SM_003539,M,188.7,130.0,42.08,121.2,111.7,121.6,30.089999999999996,44.559999999999995,50.1,74.4,5.95,0.6752692998204668,0.6733870967741935
3938,8_SM_003939,M,171.2,88.0,40.1,97.0,95.3,106.1,29.759999999999998,37.8,45.9,67.7,5.110000000000014,0.7873015873015873,0.6779911373707532
4107,8_SM_004108,M,165.0,75.6,38.55,99.0,97.5,99.1,27.110000000000003,36.08,47.0,62.7,8.25,0.7513858093126387,0.7496012759170654
2231,8_SM_002232,F,153.2,59.0,34.25,88.3,88.8,94.8,26.689999999999998,35.69,43.3,61.4,7.260000000000014,0.7478285233959092,0.7052117263843648
1794,8_SM_001795,F,160.4,53.3,33.18,78.5,69.2,93.2,31.189999999999998,35.260000000000005,45.4,65.2,5.469999999999982,0.8845717526942709,0.696319018404908
874,8_SM_000875,F,156.3,58.6,37.15,92.3,86.4,96.5,30.79,34.99,42.7,63.3,6.009999999999991,0.8799657044869962,0.6745655608214851
2034,8_SM_002035,F,153.4,52.4,35.67,86.0,78.9,92.5,27.22,34.23,43.6,61.0,5.479999999999995,0.7952088810984517,0.7147540983606557
2574,8_SM_002575,M,170.6,68.9,38.489999999999995,95.1,81.7,95.8,31.96,37.89,43.8,68.8,6.469999999999982,0.8434943256795988,0.6366279069767442
560,8_SM_000561,F,168.3,52.3,33.25,77.7,63.2,91.4,32.300000000000004,38.42,46.0,69.0,6.7,0.84070796460177,0.6666666666666666
1173,8_SM_001174,F,162.7,54.6,38.46,83.4,70.1,93.8,31.259999999999998,34.14,46.5,64.4,7.5,0.9156414762741651,0.7220496894409937
1228,8_SM_001229,F,162.1,48.5,35.65,81.7,67.5,87.6,31.78000000000001,36.279999999999994,47.4,66.2,7.8599999999999905,0.8759647188533631,0.7160120845921449
3929,8_SM_003930,M,174.4,81.1,42.81,107.6,87.4,97.1,32.13,39.29,46.1,71.6,8.879999999999995,0.8177653346907611,0.643854748603352
4051,8_SM_004052,M,168.3,89.1,42.010000000000005,112.3,101.0,102.8,29.229999999999997,39.77,43.0,68.3,8.779999999999996,0.7349761126477243,0.629575402635432
1833,8_SM_001834,F,153.3,60.2,34.6,101.7,95.4,92.1,29.18,34.42,41.7,63.4,5.840000000000009,0.8477629285299244,0.6577287066246057
1528,8_SM_001529,F,162.6,50.6,35.08,78.3,73.4,87.7,31.689999999999998,39.49,39.9,71.3,7.6300000000000185,0.8024816409217522,0.5596072931276297
4001,8_SM_004002,M,166.0,65.4,36.69,93.9,84.9,91.0,33.03,36.620000000000005,46.3,68.6,6.75,0.9019661387220097,0.6749271137026239
758,8_SM_000759,F,157.3,69.2,34.8,102.2,93.1,99.5,29.46999999999999,35.52,42.8,65.3,6.25,0.8296734234234231,0.6554364471669218
1442,8_SM_001443,F,158.6,47.7,34.25,74.3,64.9,90.8,29.940000000000005,36.64,42.6,65.7,9.029999999999996,0.8171397379912665,0.6484018264840182
876,8_SM_000877,F,156.8,49.3,35.38,82.8,72.4,84.9,31.04,34.07,44.5,63.5,7.520000000000005,0.9110654534781332,0.7007874015748031
762,8_SM_000763,F,160.1,47.5,32.010000000000005,76.0,67.6,88.7,29.439999999999998,35.309999999999995,44.8,65.6,6.190000000000009,0.8337581421693572,0.6829268292682927
3738,8_SM_003739,M,180.2,80.4,42.29,98.8,88.3,100.5,33.89,41.14,44.5,75.4,6.840000000000009,0.8237724842002917,0.5901856763925729
2302,8_SM_002303,F,151.0,56.2,33.910000000000004,99.1,85.4,87.8,25.820000000000004,35.61,39.0,60.9,4.8,0.7250772254984557,0.6403940886699507
1939,8_SM_001940,F,155.5,82.7,37.55,108.5,107.6,109.5,26.78,35.46,45.0,63.0,6.970000000000004,0.7552171460800903,0.7142857142857143
1998,8_SM_001999,F,159.5,61.5,36.69,94.2,86.3,92.5,31.160000000000004,37.08,44.1,65.7,6.020000000000005,0.8403451995685006,0.6712328767123288
739,8_SM_000740,F,158.3,48.9,30.9,79.0,73.8,90.1,32.760000000000005,35.709999999999994,42.1,66.9,6.240000000000009,0.9173900868104176,0.6292974588938715
2223,8_SM_002224,F,162.8,71.7,33.8,90.9,87.1,104.3,28.970000000000006,35.730000000000004,45.1,64.9,7.8,0.8108032465715086,0.6949152542372881
2637,8_SM_002638,M,169.4,59.0,37.010000000000005,86.3,68.1,90.1,33.74999999999999,38.45,47.1,70.7,7.3,0.8777633289986994,0.6661951909476662
1901,8_SM_001902,F,159.3,75.3,38.45,98.4,91.5,100.8,28.179999999999996,34.93,44.0,62.8,6.970000000000004,0.8067563698826223,0.7006369426751593
1626,8_SM_001627,F,156.3,43.0,36.62,75.3,65.8,83.9,32.36,37.589999999999996,44.0,63.6,6.189999999999986,0.8608672519287045,0.6918238993710691
2842,8_SM_002843,M,170.7,56.8,39.1,88.0,71.0,88.5,32.07000000000001,39.89,41.7,70.7,9.120000000000005,0.8039608924542494,0.5898161244695899
1124,8_SM_001125,F,158.5,81.1,37.510000000000005,108.8,93.8,106.9,29.85,35.67,45.6,64.0,5.540000000000009,0.8368376787216149,0.7125
3924,8_SM_003925,M,165.6,70.2,39.21,95.7,95.4,99.4,25.640000000000004,37.019999999999996,47.1,63.3,6.810000000000014,0.6925985953538629,0.7440758293838863
349,8_SM_000350,F,158.9,51.2,30.25,80.3,76.7,90.3,31.949999999999996,35.83,43.5,66.4,5.210000000000013,0.8917108568238905,0.6551204819277108
3784,8_SM_003785,M,181.6,65.2,39.47,94.0,76.6,92.3,35.74,43.52,43.4,78.6,9.29000000000001,0.8212316176470588,0.5521628498727735
3261,8_SM_003262,M,175.7,74.8,41.83,96.7,86.6,96.5,27.009999999999998,42.07000000000001,46.1,69.4,9.2,0.642025196101735,0.6642651296829971
4249,8_SM_004250,M,167.8,84.2,39.13,106.5,105.5,103.6,28.440000000000005,38.14,44.7,66.5,6.6,0.7456738332459362,0.6721804511278195
584,8_SM_000585,F,162.6,52.9,32.769999999999996,78.8,64.9,92.8,31.680000000000007,35.279999999999994,45.6,65.2,7.510000000000014,0.8979591836734697,0.6993865030674846
4095,8_SM_004096,M,175.7,69.0,38.05,94.6,86.1,94.9,33.29,39.97,45.7,71.9,9.020000000000005,0.832874655991994,0.6356050069541029
2924,8_SM_002925,M,174.5,66.0,38.31,93.2,76.4,91.9,32.67,40.65,48.9,73.4,7.6099999999999905,0.8036900369003691,0.6662125340599454
3922,8_SM_003923,M,163.4,52.1,37.07,86.3,77.7,86.2,29.880000000000003,37.15,40.3,67.3,6.520000000000005,0.804306864064603,0.5988112927191679
4362,8_SM_004363,M,168.5,65.4,36.510000000000005,94.3,83.4,93.0,28.75,38.760000000000005,47.4,67.8,6.6,0.7417440660474716,0.6991150442477876
1887,8_SM_001888,F,156.0,62.9,37.31,99.1,92.7,93.7,29.9,35.660000000000004,40.5,64.0,7.7,0.8384744812114413,0.6328125
180,8_SM_000181,F,169.4,51.4,36.68,78.0,68.5,91.6,34.52,37.65,48.9,70.4,6.420000000000004,0.9168658698539178,0.6946022727272726
3984,8_SM_003985,M,172.3,72.0,38.93,92.2,81.0,94.1,32.540000000000006,39.760000000000005,42.9,72.5,6.179999999999995,0.81841046277666,0.5917241379310345
1463,8_SM_001464,F,153.2,53.2,34.010000000000005,84.8,73.1,93.5,29.059999999999995,33.21,43.4,60.7,7.3,0.8750376392652813,0.71499176276771
2081,8_SM_002082,F,160.8,55.2,33.45,83.1,70.1,92.8,32.230000000000004,37.08,44.5,68.9,6.65,0.8692017259978426,0.6458635703918723
3883,8_SM_003884,M,171.1,78.4,37.730000000000004,105.5,95.7,98.8,28.329999999999995,40.720000000000006,47.0,69.2,6.0,0.6957269155206285,0.6791907514450867
611,8_SM_000612,F,155.4,52.8,31.04,91.5,73.7,89.2,30.119999999999997,33.379999999999995,46.0,62.2,5.1600000000000135,0.902336728579988,0.7395498392282958
4180,8_SM_004181,M,164.2,62.5,38.44,91.5,78.9,89.8,30.809999999999995,36.5,45.7,66.6,6.970000000000004,0.8441095890410958,0.6861861861861863
25,8_SM_000026,F,175.8,61.9,36.57,82.0,68.7,99.0,31.929999999999996,39.910000000000004,47.6,71.7,6.809999999999991,0.8000501127536956,0.6638772663877266
665,8_SM_000666,F,161.0,48.5,32.0,77.3,65.0,88.7,29.279999999999994,36.21,45.8,64.6,5.770000000000005,0.8086164043082019,0.7089783281733746
3119,8_SM_003120,M,176.5,68.5,40.92,92.6,76.9,93.3,31.560000000000002,39.93,47.2,72.3,10.120000000000005,0.7903831705484599,0.65283540802213
4529,8_SM_004530,M,165.5,64.1,37.95,90.8,84.5,95.4,27.05,36.010000000000005,46.2,62.9,6.809999999999991,0.7511802277145236,0.7344992050874405
175,8_SM_000176,F,153.4,44.3,33.97,78.0,64.9,88.5,30.75,33.82,41.7,64.2,3.8899999999999864,0.9092253104671791,0.6495327102803738
4357,8_SM_004358,M,174.3,65.0,38.15,92.1,85.5,90.6,31.3,40.3,49.1,72.2,9.819999999999983,0.7766749379652607,0.6800554016620498
334,8_SM_000335,F,170.6,71.7,34.96,92.3,91.2,103.9,34.3,38.83,43.9,72.5,6.95,0.8833376255472573,0.6055172413793103
345,8_SM_000346,F,155.7,51.4,34.79,84.9,78.0,89.2,31.4,33.68,40.4,63.1,5.3,0.9323040380047506,0.6402535657686212
2604,8_SM_002605,M,180.2,72.8,42.5,97.4,79.6,96.1,35.89,39.23,48.7,74.7,9.779999999999996,0.9148610757073669,0.6519410977242303
3644,8_SM_003645,M,170.8,91.4,37.95,105.7,99.4,109.3,29.48,38.83,45.2,67.1,6.590000000000009,0.7592067988668556,0.6736214605067065
1102,8_SM_001103,F,160.6,59.0,35.230000000000004,86.7,69.3,99.4,31.589999999999996,36.17999999999999,44.5,66.4,6.2,0.873134328358209,0.6701807228915662
484,8_SM_000485,F,165.6,52.0,33.89,78.2,66.1,95.0,35.739999999999995,36.48,45.3,70.6,7.409999999999991,0.9797149122807017,0.641643059490085
737,8_SM_000738,F,157.9,45.5,32.87,76.0,65.6,84.4,30.670000000000005,35.03,42.8,64.3,6.529999999999996,0.8755352554952899,0.6656298600311041
3073,8_SM_003074,M,182.6,87.7,39.44,100.8,97.0,104.8,32.14999999999999,43.61,50.2,75.8,8.579999999999995,0.7372162348085299,0.662269129287599
986,8_SM_000987,F,168.5,69.2,35.06,86.5,81.8,102.1,32.6,38.440000000000005,48.6,69.8,5.470000000000004,0.8480749219562954,0.6962750716332379
1979,8_SM_001980,F,157.6,56.7,33.79,88.3,83.8,92.3,31.53000000000001,35.51,40.8,66.3,6.970000000000004,0.8879188960856099,0.6153846153846154
2419,8_SM_002420,F,157.5,49.9,33.160000000000004,86.4,76.2,87.7,29.140000000000004,34.96,44.8,63.1,6.5,0.8335240274599544,0.7099841521394611
3912,8_SM_003913,M,175.8,56.6,40.8,83.6,71.3,89.0,34.33,41.0,46.8,74.0,10.270000000000005,0.8373170731707317,0.6324324324324324
4422,8_SM_004423,M,169.5,76.2,39.989999999999995,99.7,96.3,100.3,30.82,37.94,46.1,68.9,6.720000000000004,0.812335266209805,0.6690856313497823
1314,8_SM_001315,F,162.2,69.3,35.58,96.3,85.9,102.2,31.419999999999998,36.17999999999999,42.5,66.6,7.779999999999996,0.8684355997788835,0.6381381381381382
2429,8_SM_002430,F,155.2,51.3,34.47,88.5,76.5,89.9,27.509999999999998,37.6,40.6,63.7,6.330000000000018,0.7316489361702126,0.6373626373626373
4185,8_SM_004186,M,172.0,77.5,40.79,98.0,91.6,99.0,31.769999999999992,37.96,49.4,69.4,7.3900000000000095,0.8369336143308744,0.7118155619596541
2183,8_SM_002184,F,151.7,65.0,33.8,101.7,99.8,99.6,27.380000000000006,34.92999999999999,39.5,61.7,4.6400000000000095,0.7838534211279705,0.6401944894651539
2816,8_SM_002817,M,174.2,76.1,36.11,90.9,86.0,101.5,33.12,38.93,47.0,71.5,6.830000000000018,0.850757770357051,0.6573426573426573
1595,8_SM_001596,F,167.3,61.5,37.32,88.5,79.6,94.3,31.309999999999995,38.839999999999996,46.4,68.0,6.069999999999982,0.8061277033985581,0.6823529411764706
2479,8_SM_002480,F,149.2,56.8,35.29,97.9,85.8,92.7,26.049999999999994,34.160000000000004,39.9,59.6,5.310000000000014,0.7625878220140513,0.6694630872483222
1593,8_SM_001594,F,161.1,56.2,35.67,88.7,73.5,91.0,30.920000000000005,36.62,44.7,66.9,5.360000000000014,0.844347351174222,0.6681614349775784
1827,8_SM_001828,F,164.4,50.0,38.410000000000004,80.1,70.4,88.0,34.3,36.18,44.8,68.6,8.690000000000008,0.9480375898286345,0.653061224489796
1613,8_SM_001614,F,163.3,47.8,34.72,79.3,66.0,87.9,30.279999999999994,38.65,45.9,67.7,6.479999999999995,0.7834411384217334,0.6779911373707532
3791,8_SM_003792,M,170.9,67.9,39.32,93.4,82.3,96.3,27.339999999999996,41.97,45.4,69.2,7.65,0.6514176792947343,0.6560693641618497
3535,8_SM_003536,M,176.4,71.4,40.89,93.9,79.7,97.7,31.48,42.61,44.3,75.1,10.190000000000008,0.7387937103966206,0.5898801597869507
1548,8_SM_001549,F,154.6,53.6,35.36,85.2,69.3,91.7,27.309999999999995,34.730000000000004,43.7,62.7,5.8399999999999865,0.7863518571839906,0.696969696969697
2597,8_SM_002598,M,176.3,78.6,39.07,96.1,85.4,101.1,28.379999999999995,40.21,49.1,72.6,5.559999999999991,0.7057945784630688,0.6763085399449037
1293,8_SM_001294,F,167.4,71.0,36.92,96.0,81.9,100.0,34.83,38.8,45.4,71.0,7.8700000000000045,0.897680412371134,0.6394366197183098
4222,8_SM_004223,M,173.5,82.5,41.37,106.5,95.6,99.0,29.8,39.42,43.8,68.9,8.810000000000013,0.7559614408929477,0.6357039187227865
3195,8_SM_003196,M,175.4,103.6,44.25,114.5,103.9,111.3,27.72,41.23,46.8,71.7,7.65,0.6723259762308998,0.6527196652719665
2307,8_SM_002308,F,156.8,54.9,35.6,86.7,80.5,95.3,28.040000000000003,35.14,42.9,62.1,6.539999999999987,0.7979510529311327,0.6908212560386473
67,8_SM_000068,F,168.1,61.9,35.79,88.5,78.3,96.0,34.31999999999999,37.260000000000005,43.8,69.2,6.309999999999991,0.9210950080515294,0.6329479768786126
1500,8_SM_001501,F,155.2,58.3,33.25,88.7,75.4,100.4,26.7,34.65,44.8,61.9,7.010000000000014,0.7705627705627706,0.7237479806138933
223,8_SM_000224,F,165.0,56.5,34.519999999999996,86.1,73.6,93.3,32.5,38.660000000000004,42.9,69.5,6.0899999999999865,0.8406621831350232,0.6172661870503597
3516,8_SM_003517,M,178.3,76.9,43.160000000000004,96.4,83.7,96.1,29.02,40.92,48.0,71.8,1.7300000000000182,0.709188660801564,0.6685236768802229
1617,8_SM_001618,F,166.0,67.9,34.78,96.5,83.1,102.1,31.429999999999996,38.44,47.0,68.8,5.1200000000000045,0.8176378772112383,0.6831395348837209
3469,8_SM_003470,M,168.1,60.0,39.19,90.4,76.7,91.4,31.730000000000008,37.879999999999995,41.5,68.7,7.8700000000000045,0.8376451953537489,0.604075691411936
1847,8_SM_001848,F,158.2,49.5,35.37,77.2,73.8,91.8,28.839999999999996,34.410000000000004,43.0,62.7,7.579999999999996,0.8381284510316767,0.6858054226475279
88,8_SM_000089,F,162.4,49.6,33.57,84.4,70.5,93.0,31.669999999999998,38.29,42.2,69.1,4.970000000000004,0.827108905719509,0.6107091172214183
2146,8_SM_002147,F,160.0,61.4,37.31,87.5,74.0,103.0,27.97,36.64,43.6,64.6,5.45,0.7633733624454148,0.6749226006191952
2310,8_SM_002311,F,157.8,49.8,33.230000000000004,76.6,64.0,87.6,30.04,36.21,44.1,65.4,6.95,0.8296050814692073,0.6743119266055045
3551,8_SM_003552,M,166.1,87.8,39.87,101.0,98.8,105.5,25.309999999999995,36.64,47.9,63.3,5.270000000000005,0.6907751091703055,0.7567140600315956
1525,8_SM_001526,F,153.3,45.6,34.53,76.6,70.0,88.0,29.160000000000004,36.160000000000004,39.3,64.7,6.729999999999995,0.8064159292035399,0.6074188562596599
2244,8_SM_002245,F,160.5,78.8,36.839999999999996,101.3,94.5,107.4,28.040000000000003,36.5,46.9,64.5,5.4,0.7682191780821919,0.7271317829457364
3974,8_SM_003975,M,180.8,79.0,41.28,96.6,82.1,99.8,30.570000000000004,45.65,48.2,77.1,7.3799999999999955,0.6696604600219059,0.6251621271076525
1717,8_SM_001718,F,157.1,52.7,34.43,86.8,75.3,88.4,28.680000000000007,35.82,44.7,64.4,5.8800000000000185,0.8006700167504189,0.6940993788819876
4139,8_SM_004140,M,168.5,64.4,39.35,98.3,79.1,88.6,32.5,36.019999999999996,46.5,68.0,8.9,0.9022765130483066,0.6838235294117647
3037,8_SM_003038,M,171.6,60.8,38.93,85.3,70.8,90.7,32.39,39.709999999999994,44.7,71.8,5.329999999999996,0.8156635608159155,0.6225626740947076
1157,8_SM_001158,F,167.4,47.4,36.589999999999996,76.0,61.1,87.9,31.980000000000008,39.36,46.1,69.4,8.410000000000014,0.8125000000000002,0.6642651296829971
400,8_SM_000401,F,161.2,73.4,31.919999999999998,106.9,97.4,96.6,32.92,35.86,43.3,68.7,5.440000000000009,0.9180145008365868,0.6302765647743813
4433,8_SM_004434,M,174.4,96.6,40.82,115.7,111.0,106.7,31.45,40.61,48.5,72.4,4.809999999999991,0.7744397931543955,0.6698895027624309
1498,8_SM_001499,F,158.9,46.4,34.64,77.5,70.7,87.0,33.28000000000001,37.6,39.2,69.0,7.289999999999987,0.8851063829787236,0.5681159420289855
2738,8_SM_002739,M,186.9,81.6,37.019999999999996,99.9,82.1,99.0,35.4,44.970000000000006,49.7,79.3,7.980000000000018,0.7871914609739825,0.626733921815889
2257,8_SM_002258,F,159.7,59.4,34.82,91.3,82.4,92.5,33.09,35.36,44.6,67.8,5.720000000000004,0.9358031674208146,0.6578171091445428
